NI (c) Historical Data Viewer v2.0                           
Created: 20.1.2025 14:40:00.049 FLE Standard Time
Number of rows: 15732
Interpolation interval: 0 seconds

Row,Time,\\EGP-DSC-1\C__Program_Files__x86__National_Instruments_LabVIEW_2014_data\EGP-DSC-1\Current Integrator\Current
526,12:15:45.820,2.92913e-008
527,12:15:46.120,2.8075e-008
528,12:15:46.420,3.00387e-008
529,12:15:46.722,2.77465e-008
530,12:15:47.036,2.66101e-008
531,12:15:47.331,2.78578e-008
532,12:15:47.631,2.73618e-008
533,12:15:47.935,2.7468e-008
534,12:15:48.230,2.89515e-008
535,12:15:48.530,2.53285e-008
536,12:15:48.820,2.8286e-008
537,12:15:49.120,2.82371e-008
538,12:15:49.420,2.33348e-008
539,12:15:49.719,2.7509e-008
540,12:15:50.028,1.80409e-008
541,12:15:50.329,2.85404e-008
542,12:15:50.632,2.25438e-008
543,12:15:50.931,2.94341e-008
544,12:15:51.220,2.33395e-008
545,12:15:51.520,3.00531e-008
546,12:15:51.820,2.72122e-008
547,12:15:52.120,3.07471e-008
548,12:15:52.420,2.79003e-008
549,12:15:52.716,2.72987e-008
550,12:15:53.028,2.34127e-008
551,12:15:53.329,2.87153e-008
552,12:15:53.630,2.73117e-008
553,12:15:53.934,2.46917e-008
554,12:15:54.232,2.86582e-008
555,12:15:54.521,2.72549e-008
556,12:15:54.820,3.04441e-008
557,12:15:55.120,2.8503e-008
558,12:15:55.420,2.83907e-008
559,12:15:55.713,2.68163e-008
560,12:15:56.031,2.87484e-008
561,12:15:56.327,2.7992e-008
562,12:15:56.642,3.05234e-008
563,12:15:56.937,2.78748e-008
564,12:15:57.235,2.96439e-008
565,12:15:57.530,2.78352e-008
566,12:15:57.830,2.74381e-008
567,12:15:58.120,2.68421e-008
568,12:15:58.420,2.47445e-008
569,12:15:58.710,2.59711e-008
570,12:15:59.027,2.44844e-008
571,12:15:59.335,2.75363e-008
572,12:15:59.639,2.87433e-008
573,12:15:59.929,2.87959e-008
574,12:16:00.228,2.79693e-008
575,12:16:00.530,2.80307e-008
576,12:16:00.830,2.7812e-008
577,12:16:01.120,2.76616e-008
578,12:16:01.420,2.60195e-008
579,12:16:01.720,3.00969e-008
580,12:16:02.031,2.69521e-008
581,12:16:02.327,2.97038e-008
582,12:16:02.635,2.70157e-008
583,12:16:02.944,2.71648e-008
584,12:16:03.223,2.83566e-008
585,12:16:03.530,2.52227e-008
586,12:16:03.830,3.0864e-008
587,12:16:04.120,2.93144e-008
588,12:16:04.420,2.84469e-008
589,12:16:04.711,2.75113e-008
590,12:16:05.029,2.86937e-008
591,12:16:05.328,2.50086e-008
592,12:16:05.635,2.79576e-008
593,12:16:05.940,2.6828e-008
594,12:16:06.224,2.87931e-008
595,12:16:06.530,2.67382e-008
596,12:16:06.830,3.04737e-008
597,12:16:07.120,2.58823e-008
598,12:16:07.420,2.92083e-008
599,12:16:07.710,2.78068e-008
600,12:16:08.028,2.41115e-008
601,12:16:08.330,2.96308e-008
602,12:16:08.628,2.80418e-008
603,12:16:08.942,2.70997e-008
604,12:16:09.228,2.86163e-008
605,12:16:09.530,2.86657e-008
606,12:16:09.821,2.79736e-008
607,12:16:10.120,2.8995e-008
608,12:16:10.420,2.29069e-008
609,12:16:10.710,2.71078e-008
610,12:16:11.031,2.58138e-008
611,12:16:11.337,3.03024e-008
612,12:16:11.631,2.73409e-008
613,12:16:11.936,2.86993e-008
614,12:16:12.236,2.78776e-008
615,12:16:12.530,2.27978e-008
616,12:16:12.830,2.79028e-008
617,12:16:13.120,2.53279e-008
618,12:16:13.420,2.586e-008
619,12:16:13.710,2.85773e-008
620,12:16:14.027,2.48095e-008
621,12:16:14.333,2.66863e-008
622,12:16:14.630,2.79344e-008
623,12:16:14.934,2.66153e-008
624,12:16:15.239,2.74032e-008
625,12:16:15.530,2.58587e-008
626,12:16:15.820,2.94922e-008
627,12:16:16.120,2.7677e-008
628,12:16:16.420,2.97469e-008
629,12:16:16.720,2.83108e-008
630,12:16:17.024,2.96661e-008
631,12:16:17.330,2.68734e-008
632,12:16:17.630,2.76812e-008
633,12:16:17.933,2.73753e-008
634,12:16:18.232,2.73212e-008
635,12:16:18.520,2.57416e-008
636,12:16:18.830,2.67957e-008
637,12:16:19.120,2.88734e-008
638,12:16:19.420,2.83475e-008
639,12:16:19.720,2.88228e-008
640,12:16:20.022,2.29597e-008
641,12:16:20.329,2.91148e-008
642,12:16:20.629,2.65275e-008
643,12:16:20.931,2.93998e-008
644,12:16:21.234,2.83394e-008
645,12:16:21.530,2.89282e-008
646,12:16:21.830,2.62263e-008
647,12:16:22.120,2.99145e-008
648,12:16:22.420,2.61432e-008
649,12:16:22.720,2.82079e-008
650,12:16:23.018,2.83263e-008
651,12:16:23.332,2.76262e-008
652,12:16:23.633,2.54549e-008
653,12:16:23.938,2.26767e-008
654,12:16:24.240,2.66018e-008
655,12:16:24.520,2.59769e-008
656,12:16:24.830,2.95807e-008
657,12:16:25.120,2.68811e-008
658,12:16:25.420,2.80055e-008
659,12:16:25.720,2.96945e-008
660,12:16:26.016,2.89457e-008
661,12:16:26.329,2.9197e-008
662,12:16:26.629,3.0853e-008
663,12:16:26.930,2.47952e-008
664,12:16:27.236,2.94905e-008
665,12:16:27.530,2.6025e-008
666,12:16:27.820,2.67323e-008
667,12:16:28.120,2.74549e-008
668,12:16:28.420,2.15774e-008
669,12:16:28.720,2.99986e-008
670,12:16:29.013,2.90981e-008
671,12:16:29.336,2.65622e-008
672,12:16:29.627,2.74907e-008
673,12:16:29.942,2.55961e-008
674,12:16:30.236,2.56682e-008
675,12:16:30.534,2.47034e-008
676,12:16:30.830,2.60109e-008
677,12:16:31.130,3.06122e-008
678,12:16:31.420,2.28477e-008
679,12:16:31.720,3.06157e-008
680,12:16:32.010,2.67976e-008
681,12:16:32.335,2.94234e-008
682,12:16:32.634,2.79972e-008
683,12:16:32.938,2.51123e-008
684,12:16:33.242,3.02499e-008
685,12:16:33.528,2.65593e-008
686,12:16:33.820,2.90084e-008
687,12:16:34.130,2.75095e-008
688,12:16:34.420,2.51713e-008
689,12:16:34.720,2.88929e-008
690,12:16:35.020,2.99586e-008
691,12:16:35.327,2.75014e-008
692,12:16:35.631,2.76123e-008
693,12:16:35.931,2.65645e-008
694,12:16:36.237,2.86931e-008
695,12:16:36.526,2.66669e-008
696,12:16:36.830,3.00666e-008
697,12:16:37.120,2.77918e-008
698,12:16:37.420,2.69227e-008
699,12:16:37.720,2.7597e-008
700,12:16:38.011,2.53011e-008
701,12:16:38.329,2.91875e-008
702,12:16:38.630,2.72257e-008
703,12:16:38.932,2.58167e-008
704,12:16:39.234,-1.#QNAN
705,12:16:39.522,2.79699e-008
706,12:16:39.821,2.62596e-008
707,12:16:40.130,2.82241e-008
708,12:16:40.420,2.37792e-008
709,12:16:40.720,2.94453e-008
710,12:16:41.010,2.43471e-008
711,12:16:41.330,3.24517e-008
712,12:16:41.627,2.75387e-008
713,12:16:41.939,2.95299e-008
714,12:16:42.226,2.8073e-008
715,12:16:42.544,2.73723e-008
716,12:16:42.820,2.82648e-008
717,12:16:43.120,2.66402e-008
718,12:16:43.420,2.47456e-008
719,12:16:43.720,2.83164e-008
720,12:16:44.010,2.50056e-008
721,12:16:44.330,2.58339e-008
722,12:16:44.626,2.84364e-008
723,12:16:44.933,2.37141e-008
724,12:16:45.238,2.80751e-008
725,12:16:45.543,2.37736e-008
726,12:16:45.820,2.95101e-008
727,12:16:46.120,2.75824e-008
728,12:16:46.420,2.99649e-008
729,12:16:46.720,2.74197e-008
730,12:16:47.010,2.94524e-008
731,12:16:47.327,2.79953e-008
732,12:16:47.636,2.63105e-008
733,12:16:47.936,2.43267e-008
734,12:16:48.237,2.42551e-008
735,12:16:48.536,2.56272e-008
736,12:16:48.830,2.83702e-008
737,12:16:49.130,2.66959e-008
738,12:16:49.420,2.66238e-008
739,12:16:49.720,2.84554e-008
740,12:16:50.020,2.61337e-008
741,12:16:50.325,2.80438e-008
742,12:16:50.636,2.77586e-008
743,12:16:50.932,2.50522e-008
744,12:16:51.239,2.79913e-008
