TallyType,Surface,Distance,Energy,Counts,Uncertainty
tally_type_1,15,8.0,13.661,509594.00000000006,0.0014
tally_type_1,15,8.0,14.293,511107.0,0.0014
tally_type_1,15,8.0,14.955,514211.0,0.0014
tally_type_1,15,8.0,15.647000000000002,517733.00000000006,0.0014
tally_type_1,15,8.0,16.371,521590.00000000006,0.0014
tally_type_1,15,8.0,17.128999999999998,524724.0,0.0014
tally_type_1,15,8.0,17.922,527282.0,0.0014
tally_type_1,15,8.0,18.751,531626.0,0.0014
tally_type_1,15,8.0,19.619,536472.0,0.0014
tally_type_1,15,8.0,20.527,538542.0,0.0014
tally_type_1,15,8.0,21.477,542686.0,0.0014
tally_type_1,15,8.0,22.471,547393.0,0.0014
tally_type_1,15,8.0,23.512,550994.0,0.0013
tally_type_1,15,8.0,24.6,556168.0,0.0013
tally_type_1,15,8.0,25.738,560442.0,0.0013
tally_type_1,15,8.0,26.93,564804.0,0.0013
tally_type_1,15,8.0,28.176,571398.0,0.0013
tally_type_1,15,8.0,29.481,575372.0,0.0013
tally_type_1,15,8.0,30.845000000000002,580730.0,0.0013
tally_type_1,15,8.0,32.273,585858.0,0.0013
tally_type_1,15,8.0,33.766999999999996,594283.0,0.0013
tally_type_1,15,8.0,35.33,598063.0,0.0013
tally_type_1,15,8.0,36.964999999999996,605226.0,0.0013
tally_type_1,15,8.0,38.676,613184.0,0.0013
tally_type_1,15,8.0,40.466,618192.0,0.0013
tally_type_1,15,8.0,42.339,627676.0,0.0013
tally_type_1,15,8.0,44.299,635042.0,0.0013
tally_type_1,15,8.0,46.349000000000004,641018.0,0.0012
tally_type_1,15,8.0,48.495000000000005,652110.0,0.0012
tally_type_1,15,8.0,50.739,660492.0,0.0012
tally_type_1,15,8.0,53.088,668701.0,0.0012
tally_type_1,15,8.0,55.544999999999995,679335.0,0.0012
tally_type_1,15,8.0,58.116,687970.0,0.0012
tally_type_1,15,8.0,60.806,699374.0,0.0012
tally_type_1,15,8.0,63.620999999999995,710076.0,0.0012
tally_type_1,15,8.0,66.566,722031.0,0.0012
tally_type_1,15,8.0,69.647,733991.0,0.0012
tally_type_1,15,8.0,72.87100000000001,747432.0,0.0012
tally_type_1,15,8.0,76.244,760391.0,0.0011
tally_type_1,15,8.0,79.773,773869.0,0.0011
tally_type_1,15,8.0,83.465,788456.0,0.0011
tally_type_1,15,8.0,87.32900000000001,803031.0,0.0011
tally_type_1,15,8.0,91.371,820312.0,0.0011
tally_type_1,15,8.0,95.60000000000001,835557.0,0.0011
tally_type_1,15,8.0,100.02999999999999,854804.0,0.0011
tally_type_1,15,8.0,104.66,872788.0,0.0011
tally_type_1,15,8.0,109.5,890564.0,0.0011
tally_type_1,15,8.0,114.57000000000001,910395.0,0.001
tally_type_1,15,8.0,119.87,931009.0,0.001
tally_type_1,15,8.0,125.42,954415.0,0.001
tally_type_1,15,8.0,131.22,976993.9999999999,0.001
tally_type_1,15,8.0,137.3,1001640.0,0.001
tally_type_1,15,8.0,143.65,1028899.9999999999,0.001
tally_type_1,15,8.0,150.29999999999998,1058110.0,0.001
tally_type_1,15,8.0,157.26000000000002,1077660.0,0.001
tally_type_1,15,8.0,164.54,1115340.0,0.0009
tally_type_1,15,8.0,172.16,1145070.0,0.0009
tally_type_1,15,8.0,180.12,1179960.0,0.0009
tally_type_1,15,8.0,188.45999999999998,1215680.0,0.0009
tally_type_1,15,8.0,197.18,1252850.0,0.0009
tally_type_1,15,8.0,206.31,1290350.0,0.0009
tally_type_1,15,8.0,215.85999999999999,1334200.0,0.0009
tally_type_1,15,8.0,225.85,1378930.0,0.0009
tally_type_1,15,8.0,236.31,1425630.0,0.0008
tally_type_1,15,8.0,247.23999999999998,1477260.0,0.0008
tally_type_1,15,8.0,258.69,1530850.0,0.0008
tally_type_1,15,8.0,270.66,1586440.0,0.0008
tally_type_1,15,8.0,283.19,1646220.0,0.0008
tally_type_1,15,8.0,296.3,1709700.0,0.0008
tally_type_1,15,8.0,310.01,1777640.0,0.0007
tally_type_1,15,8.0,324.35999999999996,1859750.0,0.0007
tally_type_1,15,8.0,339.38,1943880.0,0.0007
tally_type_1,15,8.0,355.09000000000003,2020650.0000000002,0.0007
tally_type_1,15,8.0,371.52000000000004,2072909.9999999998,0.0007
tally_type_1,15,8.0,388.72,2136720.0,0.0007
tally_type_1,15,8.0,406.71000000000004,2205690.0,0.0007
tally_type_1,15,8.0,425.53999999999996,2134710.0,0.0007
tally_type_1,15,8.0,445.23,1993230.0,0.0007
tally_type_1,15,8.0,465.84,2382960.0,0.0006
tally_type_1,15,8.0,487.41,2799370.0,0.0006
tally_type_1,15,8.0,509.97,3080820.0,0.0006
tally_type_1,15,8.0,533.5699999999999,3454720.0,0.0005
tally_type_1,15,8.0,558.2700000000001,4221660.0,0.0005
tally_type_1,15,8.0,584.11,5900820.0,0.0004
tally_type_1,15,8.0,611.15,26817400.0,0.0002
tally_type_1,15,8.0,639.4300000000001,0.0,0.0
tally_type_1,15,8.0,669.03,0.0,0.0
tally_type_1,15,8.0,700.0,0.0,0.0
