TallyType,Surface,Distance,Energy,Counts,Uncertainty
tally_type_1,7,0.0,95.60000000000001,1168600.0,0.0009
tally_type_1,7,0.0,100.02999999999999,1181540.0,0.0009
tally_type_1,7,0.0,104.66,1196150.0,0.0009
tally_type_1,7,0.0,109.5,1209260.0,0.0009
tally_type_1,7,0.0,114.57000000000001,1225340.0,0.0009
tally_type_1,7,0.0,119.87,1241670.0,0.0009
tally_type_1,7,0.0,125.42,1258680.0,0.0009
tally_type_1,7,0.0,131.22,1278910.0,0.0009
tally_type_1,7,0.0,137.3,1295980.0,0.0009
tally_type_1,7,0.0,143.65,1316590.0,0.0009
tally_type_1,7,0.0,150.29999999999998,1337910.0,0.0009
tally_type_1,7,0.0,157.26000000000002,1354180.0,0.0009
tally_type_1,7,0.0,164.54,1383420.0,0.0008
tally_type_1,7,0.0,172.16,1407440.0,0.0008
tally_type_1,7,0.0,180.12,1432530.0,0.0008
tally_type_1,7,0.0,188.45999999999998,1457450.0,0.0008
tally_type_1,7,0.0,197.18,1485850.0,0.0008
tally_type_1,7,0.0,206.31,1512720.0,0.0008
tally_type_1,7,0.0,215.85999999999999,1541730.0,0.0008
tally_type_1,7,0.0,225.85,1576620.0,0.0008
tally_type_1,7,0.0,236.31,1607010.0,0.0008
tally_type_1,7,0.0,247.23999999999998,1644250.0,0.0008
tally_type_1,7,0.0,258.69,1689890.0,0.0008
tally_type_1,7,0.0,270.66,1737360.0,0.0008
tally_type_1,7,0.0,283.19,1793170.0,0.0007
tally_type_1,7,0.0,296.3,1854220.0,0.0007
tally_type_1,7,0.0,310.01,1928730.0,0.0007
tally_type_1,7,0.0,324.35999999999996,2033440.0,0.0007
tally_type_1,7,0.0,339.38,2169880.0,0.0007
tally_type_1,7,0.0,355.09000000000003,2187990.0,0.0007
tally_type_1,7,0.0,371.52000000000004,2154570.0,0.0007
tally_type_1,7,0.0,388.72,2342060.0,0.0007
tally_type_1,7,0.0,406.71000000000004,2798090.0,0.0006
tally_type_1,7,0.0,425.53999999999996,3386390.0,0.0005
tally_type_1,7,0.0,445.23,10711800.0,0.0003
tally_type_1,7,0.0,465.84,11120100.0,0.0003
tally_type_1,7,0.0,487.41,11445400.0,0.0003
tally_type_1,7,0.0,509.97,6339120.0,0.0004
tally_type_1,7,0.0,533.5699999999999,1518360.0,0.0008
tally_type_1,7,0.0,558.2700000000001,21931.5,0.0068
tally_type_1,7,0.0,584.11,1.99994,0.7071
tally_type_1,7,0.0,611.15,1000000000.0,0.0
tally_type_1,7,0.0,639.4300000000001,0.0,0.0
tally_type_1,7,0.0,669.03,0.0,0.0
tally_type_1,7,0.0,700.0,0.0,0.0
tally_type_1,15,8.0,0.0,0.0,0.0
tally_type_1,15,8.0,1.0000000000000001e-07,298.82599999999996,0.0483
tally_type_1,15,8.0,1.0463e-07,34.700300000000006,0.139
tally_type_1,15,8.0,1.0947e-07,33.459,0.1444
tally_type_1,15,8.0,1.1454e-07,30.250600000000002,0.1515
tally_type_1,15,8.0,1.1984e-07,39.7002,0.1329
tally_type_1,15,8.0,1.2538999999999999e-07,41.7712,0.1317
tally_type_1,15,8.0,1.3119e-07,43.8062,0.1258
tally_type_1,15,8.0,1.3726e-07,57.6106,0.1093
tally_type_1,15,8.0,1.4361999999999999e-07,55.0553,0.113
tally_type_1,15,8.0,1.5026999999999998e-07,61.1639,0.1076
tally_type_1,15,8.0,1.5722e-07,64.2636,0.1032
tally_type_1,15,8.0,1.645e-07,70.6164,0.0976
tally_type_1,15,8.0,1.7211e-07,73.38550000000001,0.0972
tally_type_1,15,8.0,1.8007999999999998e-07,79.0241,0.0934
tally_type_1,15,8.0,1.8841e-07,96.9539,0.085
tally_type_1,15,8.0,1.9713e-07,116.10799999999999,0.0783
tally_type_1,15,8.0,2.0626e-07,114.59700000000001,0.0785
tally_type_1,15,8.0,2.1581e-07,130.54,0.0732
tally_type_1,15,8.0,2.2580000000000002e-07,134.606,0.0729
tally_type_1,15,8.0,2.3625e-07,153.514,0.0672
tally_type_1,15,8.0,2.4718e-07,157.619,0.0662
tally_type_1,15,8.0,2.5861999999999997e-07,180.41299999999998,0.0621
tally_type_1,15,8.0,2.7059e-07,196.78900000000002,0.0601
tally_type_1,15,8.0,2.8312e-07,211.243,0.0578
tally_type_1,15,8.0,2.9622e-07,258.666,0.052
tally_type_1,15,8.0,3.0994000000000003e-07,282.868,0.0495
tally_type_1,15,8.0,3.2428e-07,280.257,0.0492
tally_type_1,15,8.0,3.3929e-07,327.706,0.0464
tally_type_1,15,8.0,3.55e-07,366.49100000000004,0.0434
tally_type_1,15,8.0,3.7143e-07,381.62100000000004,0.0426
tally_type_1,15,8.0,3.8862e-07,415.062,0.041
tally_type_1,15,8.0,4.0661e-07,472.293,0.0384
tally_type_1,15,8.0,4.2543e-07,508.899,0.0374
tally_type_1,15,8.0,4.4512e-07,482.77799999999996,0.0378
tally_type_1,15,8.0,4.6573000000000003e-07,631.945,0.0335
tally_type_1,15,8.0,4.8728e-07,702.277,0.0314
tally_type_1,15,8.0,5.0984e-07,739.455,0.0306
tally_type_1,15,8.0,5.3344e-07,810.598,0.0293
tally_type_1,15,8.0,5.5813e-07,882.45,0.0281
tally_type_1,15,8.0,5.8396e-07,976.894,0.0267
tally_type_1,15,8.0,6.1099e-07,1060.6499999999999,0.0256
tally_type_1,15,8.0,6.3927e-07,1133.02,0.0246
tally_type_1,15,8.0,6.6886e-07,1278.49,0.0234
tally_type_1,15,8.0,6.9982e-07,1408.3999999999999,0.0222
tally_type_1,15,8.0,7.3222e-07,1548.43,0.0212
tally_type_1,15,8.0,7.661099999999999e-07,1657.54,0.0204
tally_type_1,15,8.0,8.0157e-07,1861.66,0.0192
tally_type_1,15,8.0,8.386699999999999e-07,2015.36,0.0185
tally_type_1,15,8.0,8.7749e-07,2212.14,0.0177
tally_type_1,15,8.0,9.1811e-07,2380.75,0.017
tally_type_1,15,8.0,9.606e-07,2700.11,0.016
tally_type_1,15,8.0,1.0051e-06,2899.11,0.0155
tally_type_1,15,8.0,1.0516e-06,3200.1800000000003,0.0147
tally_type_1,15,8.0,1.1003e-06,3412.48,0.0142
tally_type_1,15,8.0,1.1511999999999999e-06,3832.7,0.0135
tally_type_1,15,8.0,1.2044999999999999e-06,4204.89,0.0128
tally_type_1,15,8.0,1.2602e-06,4664.1900000000005,0.0122
tally_type_1,15,8.0,1.3186e-06,5015.7,0.0118
tally_type_1,15,8.0,1.3796e-06,5526.53,0.0112
tally_type_1,15,8.0,1.4435e-06,6033.63,0.0107
tally_type_1,15,8.0,1.5103e-06,6784.33,0.0101
tally_type_1,15,8.0,1.5802e-06,7358.74,0.0097
tally_type_1,15,8.0,1.6533000000000001e-06,8096.889999999999,0.0092
tally_type_1,15,8.0,1.7298e-06,8760.26,0.0089
tally_type_1,15,8.0,1.8099e-06,9723.15,0.0084
tally_type_1,15,8.0,1.8937000000000002e-06,10676.199999999999,0.0081
tally_type_1,15,8.0,1.9813e-06,11545.4,0.0077
tally_type_1,15,8.0,2.0730999999999997e-06,12669.9,0.0074
tally_type_1,15,8.0,2.169e-06,13799.699999999999,0.0071
tally_type_1,15,8.0,2.2694000000000002e-06,15386.5,0.0067
tally_type_1,15,8.0,2.3744e-06,16713.8,0.0064
tally_type_1,15,8.0,2.4844e-06,18443.800000000003,0.0061
tally_type_1,15,8.0,2.5993e-06,20351.3,0.0058
tally_type_1,15,8.0,2.7197e-06,21995.8,0.0056
tally_type_1,15,8.0,2.8455e-06,24112.7,0.0054
tally_type_1,15,8.0,2.9773e-06,26700.7,0.0051
tally_type_1,15,8.0,3.1151e-06,29020.5,0.0049
tally_type_1,15,8.0,3.2593000000000003e-06,31586.9,0.0047
tally_type_1,15,8.0,3.4101e-06,34833.799999999996,0.0045
tally_type_1,15,8.0,3.568e-06,38338.299999999996,0.0043
tally_type_1,15,8.0,3.7331e-06,42023.3,0.0041
tally_type_1,15,8.0,3.9059e-06,45964.5,0.0039
tally_type_1,15,8.0,4.0867e-06,49810.7,0.0037
tally_type_1,15,8.0,4.2759e-06,54730.6,0.0036
tally_type_1,15,8.0,4.4738e-06,59908.9,0.0034
tally_type_1,15,8.0,4.6809e-06,65341.90000000001,0.0033
tally_type_1,15,8.0,4.897499999999999e-06,71295.09999999999,0.0031
tally_type_1,15,8.0,5.1242e-06,78206.2,0.003
tally_type_1,15,8.0,5.3614e-06,85342.8,0.0028
tally_type_1,15,8.0,5.6096000000000005e-06,93004.1,0.0027
tally_type_1,15,8.0,5.8692000000000005e-06,102294.0,0.0026
tally_type_1,15,8.0,6.1409e-06,111082.0,0.0025
tally_type_1,15,8.0,6.4251e-06,121326.0,0.0024
tally_type_1,15,8.0,6.7225000000000004e-06,132103.0,0.0023
tally_type_1,15,8.0,7.0337e-06,144274.0,0.0022
tally_type_1,15,8.0,7.3593e-06,157427.0,0.0021
tally_type_1,15,8.0,7.6999e-06,171795.0,0.002
tally_type_1,15,8.0,8.056300000000001e-06,187000.0,0.0019
tally_type_1,15,8.0,8.4292e-06,202690.0,0.0018
tally_type_1,15,8.0,8.819399999999999e-06,220157.0,0.0018
tally_type_1,15,8.0,9.2276e-06,240518.0,0.0017
tally_type_1,15,8.0,9.6547e-06,261068.0,0.0016
tally_type_1,15,8.0,1.0102000000000001e-05,282144.0,0.0016
tally_type_1,15,8.0,1.0569e-05,307331.0,0.0015
tally_type_1,15,8.0,1.1058e-05,332685.0,0.0014
tally_type_1,15,8.0,1.1570000000000001e-05,360824.0,0.0014
tally_type_1,15,8.0,1.2105999999999999e-05,389820.0,0.0013
tally_type_1,15,8.0,1.2666e-05,423369.0,0.0013
tally_type_1,15,8.0,1.3252e-05,456775.0,0.0012
tally_type_1,15,8.0,1.3865999999999999e-05,493839.99999999994,0.0012
tally_type_1,15,8.0,1.4508e-05,533644.0,0.0011
tally_type_1,15,8.0,1.5179e-05,574505.0,0.0011
tally_type_1,15,8.0,1.5881999999999998e-05,617561.0,0.0011
tally_type_1,15,8.0,1.6617e-05,666305.0,0.001
tally_type_1,15,8.0,1.7386000000000003e-05,714742.0,0.001
tally_type_1,15,8.0,1.8191e-05,768616.0,0.001
tally_type_1,15,8.0,1.9033e-05,824068.0,0.0009
tally_type_1,15,8.0,1.9914e-05,881516.0,0.0009
tally_type_1,15,8.0,2.0836e-05,943858.0,0.0009
tally_type_1,15,8.0,2.18e-05,1007220.0000000001,0.0008
tally_type_1,15,8.0,2.2808999999999998e-05,1073660.0,0.0008
tally_type_1,15,8.0,2.3865e-05,1143460.0,0.0008
tally_type_1,15,8.0,2.4969e-05,1215020.0,0.0008
tally_type_1,15,8.0,2.6125e-05,1286080.0,0.0007
tally_type_1,15,8.0,2.7334e-05,1363260.0,0.0007
tally_type_1,15,8.0,2.86e-05,1438720.0,0.0007
tally_type_1,15,8.0,2.9923999999999997e-05,1516700.0,0.0007
tally_type_1,15,8.0,3.1309e-05,1596670.0,0.0007
tally_type_1,15,8.0,3.2758e-05,1673040.0,0.0006
tally_type_1,15,8.0,3.4274e-05,1751190.0,0.0006
tally_type_1,15,8.0,3.586e-05,1831000.0,0.0006
tally_type_1,15,8.0,3.752e-05,1905940.0,0.0006
tally_type_1,15,8.0,3.9257e-05,1980230.0,0.0006
tally_type_1,15,8.0,4.1074e-05,2049850.0000000002,0.0006
tally_type_1,15,8.0,4.2975e-05,2123160.0,0.0006
tally_type_1,15,8.0,4.4965e-05,2185810.0,0.0006
tally_type_1,15,8.0,4.7046e-05,2245600.0,0.0006
tally_type_1,15,8.0,4.9223999999999995e-05,2298950.0,0.0006
tally_type_1,15,8.0,5.1502e-05,2347170.0,0.0006
tally_type_1,15,8.0,5.3886e-05,2385890.0,0.0005
tally_type_1,15,8.0,5.638e-05,2415910.0,0.0005
tally_type_1,15,8.0,5.899e-05,2436790.0,0.0005
tally_type_1,15,8.0,6.172e-05,2455670.0,0.0005
tally_type_1,15,8.0,6.4577e-05,2458880.0,0.0005
tally_type_1,15,8.0,6.7566e-05,2454010.0,0.0005
tally_type_1,15,8.0,7.0694e-05,2437020.0,0.0005
tally_type_1,15,8.0,7.3966e-05,2411670.0,0.0005
tally_type_1,15,8.0,7.7389e-05,2376250.0,0.0006
tally_type_1,15,8.0,8.097200000000001e-05,2331860.0,0.0006
tally_type_1,15,8.0,8.4719e-05,2276400.0,0.0006
tally_type_1,15,8.0,8.864100000000001e-05,2212180.0,0.0006
tally_type_1,15,8.0,9.2744e-05,2135120.0,0.0006
tally_type_1,15,8.0,9.7037e-05,2055130.0,0.0006
tally_type_1,15,8.0,0.00010153,1965269.9999999998,0.0006
tally_type_1,15,8.0,0.00010623,1872280.0,0.0006
tally_type_1,15,8.0,0.00011114,1771590.0,0.0007
tally_type_1,15,8.0,0.00011629,1666790.0,0.0007
tally_type_1,15,8.0,0.00012167,1564070.0,0.0007
tally_type_1,15,8.0,0.0001273,1457390.0,0.0007
tally_type_1,15,8.0,0.0001332,1355130.0,0.0008
tally_type_1,15,8.0,0.00013936,1254690.0,0.0008
tally_type_1,15,8.0,0.00014581000000000002,1155950.0,0.0008
tally_type_1,15,8.0,0.00015256000000000002,1064940.0,0.0009
tally_type_1,15,8.0,0.00015962,977400.0,0.0009
tally_type_1,15,8.0,0.00016701000000000002,898443.0,0.001
tally_type_1,15,8.0,0.00017474,826279.0,0.001
tally_type_1,15,8.0,0.00018283,761325.0,0.0011
tally_type_1,15,8.0,0.00019129,703568.0,0.0011
tally_type_1,15,8.0,0.00020015,653243.0,0.0012
tally_type_1,15,8.0,0.00020941,609950.0,0.0012
tally_type_1,15,8.0,0.00021909999999999999,569695.0,0.0013
tally_type_1,15,8.0,0.00022925,538700.0,0.0013
tally_type_1,15,8.0,0.00023985999999999997,512654.0,0.0014
tally_type_1,15,8.0,0.00025096,490184.99999999994,0.0014
tally_type_1,15,8.0,0.00026258,474922.0,0.0014
tally_type_1,15,8.0,0.00027473000000000005,460347.0,0.0015
tally_type_1,15,8.0,0.00028745,451364.0,0.0015
tally_type_1,15,8.0,0.00030074999999999996,443535.0,0.0015
tally_type_1,15,8.0,0.00031467,439144.0,0.0015
tally_type_1,15,8.0,0.00032924,434522.0,0.0015
tally_type_1,15,8.0,0.00034448000000000004,430219.0,0.0015
tally_type_1,15,8.0,0.00036041999999999997,428556.0,0.0015
tally_type_1,15,8.0,0.00037711,427742.0,0.0015
tally_type_1,15,8.0,0.00039456,424713.0,0.0015
tally_type_1,15,8.0,0.00041282,422338.0,0.0015
tally_type_1,15,8.0,0.00043192999999999997,421786.0,0.0015
tally_type_1,15,8.0,0.00045191999999999997,417017.0,0.0015
tally_type_1,15,8.0,0.00047284,415300.0,0.0015
tally_type_1,15,8.0,0.00049473,413289.0,0.0015
tally_type_1,15,8.0,0.00051763,409212.0,0.0016
tally_type_1,15,8.0,0.00054159,409461.0,0.0016
tally_type_1,15,8.0,0.00056666,407476.0,0.0016
tally_type_1,15,8.0,0.00059289,405261.0,0.0016
tally_type_1,15,8.0,0.00062033,404546.0,0.0016
tally_type_1,15,8.0,0.00064904,404265.0,0.0016
tally_type_1,15,8.0,0.00067909,401927.0,0.0016
tally_type_1,15,8.0,0.0007105200000000001,401917.0,0.0016
tally_type_1,15,8.0,0.00074341,398864.0,0.0016
tally_type_1,15,8.0,0.00077782,397964.0,0.0016
tally_type_1,15,8.0,0.0008138199999999999,398576.0,0.0016
tally_type_1,15,8.0,0.00085149,397551.0,0.0016
tally_type_1,15,8.0,0.0008909,395508.0,0.0016
tally_type_1,15,8.0,0.00093214,394344.0,0.0016
tally_type_1,15,8.0,0.0009752800000000001,394402.0,0.0016
tally_type_1,15,8.0,0.0010204,394117.0,0.0016
tally_type_1,15,8.0,0.0010677,393187.0,0.0016
tally_type_1,15,8.0,0.0011171,393434.0,0.0016
tally_type_1,15,8.0,0.0011688,392063.0,0.0016
tally_type_1,15,8.0,0.0012229,392436.0,0.0016
tally_type_1,15,8.0,0.0012795,389823.0,0.0016
tally_type_1,15,8.0,0.0013387,391365.0,0.0016
tally_type_1,15,8.0,0.0014007,389609.0,0.0016
tally_type_1,15,8.0,0.0014655,390476.0,0.0016
tally_type_1,15,8.0,0.0015333,389524.0,0.0016
tally_type_1,15,8.0,0.0016043000000000001,389015.0,0.0016
tally_type_1,15,8.0,0.0016786,387336.0,0.0016
tally_type_1,15,8.0,0.0017563,390071.0,0.0016
tally_type_1,15,8.0,0.0018376,387846.0,0.0016
tally_type_1,15,8.0,0.0019226,388096.0,0.0016
tally_type_1,15,8.0,0.0020116,387897.0,0.0016
tally_type_1,15,8.0,0.0021047,387836.0,0.0016
tally_type_1,15,8.0,0.0022021999999999996,387552.0,0.0016
tally_type_1,15,8.0,0.0023041,387339.0,0.0016
tally_type_1,15,8.0,0.0024107,387654.0,0.0016
tally_type_1,15,8.0,0.0025223,388682.0,0.0016
tally_type_1,15,8.0,0.0026390999999999997,387699.0,0.0016
tally_type_1,15,8.0,0.0027612,388556.0,0.0016
tally_type_1,15,8.0,0.002889,386653.0,0.0016
tally_type_1,15,8.0,0.0030228,388003.0,0.0016
tally_type_1,15,8.0,0.0031626999999999996,388932.0,0.0016
tally_type_1,15,8.0,0.0033090999999999997,387935.0,0.0016
tally_type_1,15,8.0,0.0034622,388284.0,0.0016
tally_type_1,15,8.0,0.0036225,387663.0,0.0016
tally_type_1,15,8.0,0.0037902,388627.0,0.0016
tally_type_1,15,8.0,0.0039656,388596.0,0.0016
tally_type_1,15,8.0,0.0041492,388511.0,0.0016
tally_type_1,15,8.0,0.0043412,389258.0,0.0016
tally_type_1,15,8.0,0.004542200000000001,388481.0,0.0016
tally_type_1,15,8.0,0.0047523999999999995,389150.0,0.0016
tally_type_1,15,8.0,0.0049724,388160.0,0.0016
tally_type_1,15,8.0,0.0052025,387263.0,0.0016
tally_type_1,15,8.0,0.0054433,387131.0,0.0016
tally_type_1,15,8.0,0.0056953,387963.0,0.0016
tally_type_1,15,8.0,0.0059589,388864.0,0.0016
tally_type_1,15,8.0,0.0062347,389371.0,0.0016
tally_type_1,15,8.0,0.0065233,389151.0,0.0016
tally_type_1,15,8.0,0.006825299999999999,388689.0,0.0016
tally_type_1,15,8.0,0.0071412,390672.0,0.0016
tally_type_1,15,8.0,0.0074717,389552.0,0.0016
tally_type_1,15,8.0,0.0078176,390631.0,0.0016
tally_type_1,15,8.0,0.0081794,391719.0,0.0016
tally_type_1,15,8.0,0.008558,391896.0,0.0016
tally_type_1,15,8.0,0.008954199999999999,392291.0,0.0016
tally_type_1,15,8.0,0.009368600000000001,392292.0,0.0016
tally_type_1,15,8.0,0.0098023,393459.0,0.0016
tally_type_1,15,8.0,0.010256,394180.0,0.0016
tally_type_1,15,8.0,0.010731,394168.0,0.0016
tally_type_1,15,8.0,0.011227,394248.0,0.0016
tally_type_1,15,8.0,0.011746999999999999,395906.0,0.0016
tally_type_1,15,8.0,0.012291,395589.0,0.0016
tally_type_1,15,8.0,0.01286,395985.0,0.0016
tally_type_1,15,8.0,0.013455,395827.0,0.0016
tally_type_1,15,8.0,0.014078,396893.0,0.0016
tally_type_1,15,8.0,0.014729,397820.0,0.0016
tally_type_1,15,8.0,0.015411,397375.0,0.0016
tally_type_1,15,8.0,0.016125,398457.0,0.0016
tally_type_1,15,8.0,0.016871,399173.0,0.0016
tally_type_1,15,8.0,0.017652,398652.0,0.0016
tally_type_1,15,8.0,0.018469,398638.0,0.0016
tally_type_1,15,8.0,0.019324,400307.0,0.0016
tally_type_1,15,8.0,0.020218,400155.0,0.0016
tally_type_1,15,8.0,0.021154000000000003,400910.0,0.0016
tally_type_1,15,8.0,0.022133,400689.0,0.0016
tally_type_1,15,8.0,0.023158,401842.0,0.0016
tally_type_1,15,8.0,0.02423,401601.0,0.0016
tally_type_1,15,8.0,0.025351,401785.0,0.0016
tally_type_1,15,8.0,0.026524,402005.0,0.0016
tally_type_1,15,8.0,0.027752000000000002,403932.0,0.0016
tally_type_1,15,8.0,0.029037,403293.0,0.0016
tally_type_1,15,8.0,0.030381,404940.0,0.0016
tally_type_1,15,8.0,0.031786999999999996,405456.0,0.0016
tally_type_1,15,8.0,0.033257999999999996,405217.0,0.0016
tally_type_1,15,8.0,0.034798,406239.0,0.0016
tally_type_1,15,8.0,0.036409000000000004,405037.0,0.0016
tally_type_1,15,8.0,0.038093999999999996,407151.0,0.0016
tally_type_1,15,8.0,0.039857000000000004,406450.0,0.0016
tally_type_1,15,8.0,0.041702,408417.0,0.0016
tally_type_1,15,8.0,0.043632,408884.0,0.0016
tally_type_1,15,8.0,0.045652000000000005,408003.0,0.0016
tally_type_1,15,8.0,0.047765,408543.0,0.0016
tally_type_1,15,8.0,0.049976,408731.0,0.0016
tally_type_1,15,8.0,0.052289,409210.0,0.0016
tally_type_1,15,8.0,0.054709,410976.0,0.0016
tally_type_1,15,8.0,0.057242,410184.0,0.0016
tally_type_1,15,8.0,0.059891,409720.0,0.0016
tally_type_1,15,8.0,0.06266300000000001,411312.0,0.0016
tally_type_1,15,8.0,0.065564,411617.0,0.0016
tally_type_1,15,8.0,0.068599,412744.0,0.0016
tally_type_1,15,8.0,0.07177399999999999,412291.0,0.0016
tally_type_1,15,8.0,0.075096,413565.0,0.0016
tally_type_1,15,8.0,0.078572,413038.0,0.0016
tally_type_1,15,8.0,0.082209,414010.0,0.0016
tally_type_1,15,8.0,0.086014,413785.0,0.0016
tally_type_1,15,8.0,0.08999599999999999,414655.0,0.0016
tally_type_1,15,8.0,0.094161,414575.0,0.0016
tally_type_1,15,8.0,0.09852,416211.0,0.0015
tally_type_1,15,8.0,0.10307999999999999,416227.0,0.0015
tally_type_1,15,8.0,0.10785,416607.0,0.0015
tally_type_1,15,8.0,0.11284,417364.0,0.0015
tally_type_1,15,8.0,0.11807,416950.0,0.0015
tally_type_1,15,8.0,0.12353,418090.0,0.0015
tally_type_1,15,8.0,0.12925,418916.0,0.0015
tally_type_1,15,8.0,0.13523,418690.0,0.0015
tally_type_1,15,8.0,0.14149,419417.0,0.0015
tally_type_1,15,8.0,0.14804,418645.0,0.0015
tally_type_1,15,8.0,0.15489,419502.0,0.0015
tally_type_1,15,8.0,0.16206,420058.0,0.0015
tally_type_1,15,8.0,0.16956,420957.0,0.0015
tally_type_1,15,8.0,0.17740999999999998,421335.0,0.0015
tally_type_1,15,8.0,0.18562,422406.0,0.0015
tally_type_1,15,8.0,0.19422,422383.0,0.0015
tally_type_1,15,8.0,0.20321,422885.0,0.0015
tally_type_1,15,8.0,0.21261000000000002,423110.0,0.0015
tally_type_1,15,8.0,0.22245,423394.0,0.0015
tally_type_1,15,8.0,0.23274999999999998,422790.0,0.0015
tally_type_1,15,8.0,0.24352,425200.0,0.0015
tally_type_1,15,8.0,0.2548,424461.0,0.0015
tally_type_1,15,8.0,0.26659,426100.0,0.0015
tally_type_1,15,8.0,0.27893,424657.0,0.0015
tally_type_1,15,8.0,0.29184000000000004,426243.0,0.0015
tally_type_1,15,8.0,0.30535,426211.0,0.0015
tally_type_1,15,8.0,0.31948000000000004,427693.0,0.0015
tally_type_1,15,8.0,0.33427,427936.0,0.0015
tally_type_1,15,8.0,0.34974,427032.0,0.0015
tally_type_1,15,8.0,0.36593,427465.0,0.0015
tally_type_1,15,8.0,0.38287,428249.0,0.0015
tally_type_1,15,8.0,0.40059,429382.0,0.0015
tally_type_1,15,8.0,0.41913,428510.0,0.0015
tally_type_1,15,8.0,0.43853000000000003,429663.0,0.0015
tally_type_1,15,8.0,0.45883,430092.0,0.0015
tally_type_1,15,8.0,0.48007,429902.0,0.0015
tally_type_1,15,8.0,0.50229,431607.0,0.0015
tally_type_1,15,8.0,0.52554,431899.0,0.0015
tally_type_1,15,8.0,0.5498700000000001,430969.0,0.0015
tally_type_1,15,8.0,0.57532,432436.0,0.0015
tally_type_1,15,8.0,0.60195,432948.0,0.0015
tally_type_1,15,8.0,0.62981,433867.0,0.0015
tally_type_1,15,8.0,0.65896,434896.0,0.0015
tally_type_1,15,8.0,0.6894600000000001,434847.0,0.0015
tally_type_1,15,8.0,0.72138,434760.0,0.0015
tally_type_1,15,8.0,0.7547699999999999,434412.0,0.0015
tally_type_1,15,8.0,0.7897,436469.0,0.0015
tally_type_1,15,8.0,0.82626,436397.0,0.0015
tally_type_1,15,8.0,0.8645,436899.0,0.0015
tally_type_1,15,8.0,0.90452,438576.0,0.0015
tally_type_1,15,8.0,0.94638,437842.0,0.0015
tally_type_1,15,8.0,0.9901899999999999,439658.0,0.0015
tally_type_1,15,8.0,1.036,439806.0,0.0015
tally_type_1,15,8.0,1.0839999999999999,441050.0,0.0015
tally_type_1,15,8.0,1.1341999999999999,441258.0,0.0015
tally_type_1,15,8.0,1.1865999999999999,440807.0,0.0015
tally_type_1,15,8.0,1.2416,441401.0,0.0015
tally_type_1,15,8.0,1.299,443016.0,0.0015
tally_type_1,15,8.0,1.3592000000000002,442729.0,0.0015
tally_type_1,15,8.0,1.4221,443710.0,0.0015
tally_type_1,15,8.0,1.4879,444452.0,0.0015
tally_type_1,15,8.0,1.5568,444633.0,0.0015
tally_type_1,15,8.0,1.6287999999999998,446573.0,0.0015
tally_type_1,15,8.0,1.7042,445414.0,0.0015
tally_type_1,15,8.0,1.7831,447101.0,0.0015
tally_type_1,15,8.0,1.8657000000000001,448057.0,0.0015
tally_type_1,15,8.0,1.952,448416.0,0.0015
tally_type_1,15,8.0,2.0424,448891.0,0.0015
tally_type_1,15,8.0,2.1369000000000002,449388.0,0.0015
tally_type_1,15,8.0,2.2358000000000002,450672.0,0.0015
tally_type_1,15,8.0,2.3392999999999997,451284.0,0.0015
tally_type_1,15,8.0,2.4476,451636.0,0.0015
tally_type_1,15,8.0,2.5609,451839.0,0.0015
tally_type_1,15,8.0,2.6794000000000002,453882.0,0.0015
tally_type_1,15,8.0,2.8034000000000003,454583.0,0.0015
tally_type_1,15,8.0,2.9332,455632.0,0.0015
tally_type_1,15,8.0,3.069,456262.0,0.0015
tally_type_1,15,8.0,3.211,457955.0,0.0015
tally_type_1,15,8.0,3.3596,457550.0,0.0015
tally_type_1,15,8.0,3.5151000000000003,459379.0,0.0015
tally_type_1,15,8.0,3.6779,460654.0,0.0015
tally_type_1,15,8.0,3.8481,461059.0,0.0015
tally_type_1,15,8.0,4.026199999999999,462467.0,0.0015
tally_type_1,15,8.0,4.2126,463732.0,0.0015
tally_type_1,15,8.0,4.4076,464627.0,0.0015
tally_type_1,15,8.0,4.6116,466222.0,0.0015
tally_type_1,15,8.0,4.825,466668.0,0.0015
tally_type_1,15,8.0,5.0484,468454.0,0.0015
tally_type_1,15,8.0,5.282,468577.0,0.0015
tally_type_1,15,8.0,5.5265,470267.0,0.0015
tally_type_1,15,8.0,5.782299999999999,472838.0,0.0015
tally_type_1,15,8.0,6.05,473122.0,0.0015
tally_type_1,15,8.0,6.33,475183.0,0.0015
tally_type_1,15,8.0,6.623,476481.0,0.0014
tally_type_1,15,8.0,6.9296,477700.0,0.0014
tally_type_1,15,8.0,7.2503,479037.0,0.0014
tally_type_1,15,8.0,7.5859,482296.0,0.0014
tally_type_1,15,8.0,7.937100000000001,483469.0,0.0014
tally_type_1,15,8.0,8.3044,485600.0,0.0014
tally_type_1,15,8.0,8.6888,486435.0,0.0014
tally_type_1,15,8.0,9.091,489092.0,0.0014
tally_type_1,15,8.0,9.511800000000001,490567.0,0.0014
tally_type_1,15,8.0,9.9521,492405.0,0.0014
tally_type_1,15,8.0,10.413,494983.99999999994,0.0014
tally_type_1,15,8.0,10.895,496676.99999999994,0.0014
tally_type_1,15,8.0,11.399,499029.0,0.0014
tally_type_1,15,8.0,11.927,502282.00000000006,0.0014
tally_type_1,15,8.0,12.479000000000001,505068.0,0.0014
tally_type_1,15,8.0,13.056,505923.0,0.0014
